ID,Group,Date,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Expiration,CreationTime
27,F,05-Dec-14,-23.81779024,-56.29172947,202.290863,2014-12-05T11:38:44Z,,,MF051220141,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2014-12-05T11:38:44Z
264,O,10/12/2014,-23.83232396,-56.29628998,193.884399,2014-12-01T11:05:33Z,,,MO101220141,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2014-12-01T11:05:33Z
29,O,14/12/2014,-23.83171099,-56.29650498,194.355804,2014-12-04T09:13:42Z,,,MO141214,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2014-12-04T09:13:42Z
344,O,16/12/2014,-23.83006403,-56.29683497,196.547058,2014-12-16T11:01:42Z,,,MO161220141,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2014-12-16T11:01:42Z
46,O,16/12/2014,-23.83006403,-56.29683497,196.547058,2014-12-16T11:01:42Z,,,MO161214,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2014-12-16T11:01:42Z
372,O,18/12/2014,-23.83081304,-56.293115,181.356,2014-07-18T12:22:04Z,,,MO1812201411,NADA -08:22,NADA -08:22,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2014-07-18T12:22:04Z
373,O,18/12/2014,-23.82915401,-56.29523898,210.357086,2014-12-18T10:33:55Z,,,MO181220142,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2014-12-18T10:33:55Z
57,O,18/12/2014,-23.82915401,-56.29523898,210.357086,2014-12-18T10:33:55Z,,,MO181214,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2014-12-18T10:33:55Z
441,O,23/12/2014,-23.830001,-56.29572102,187.941544,2014-12-23T10:58:53Z,,,MO231220141,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2014-12-23T10:58:53Z
112,O,23/12/2014,-23.830001,-56.29572102,187.941544,2014-12-23T10:58:53Z,,,MO231214,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2014-12-23T10:58:53Z
MO020220152,O,02/02/2015,-23.83351,-56.29806804,189.116333,2020-04-16T11:55:20Z,,,MO020220152,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2020-04-16T11:55:20Z
162,O,02/02/2015,-23.83373665,-56.29785371,189.116333,2015-02-02T20:47:48Z,,,MO020220151,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-02-02T20:47:48Z
163,O,02/02/2015,-23.83351,-56.29806804,189.116333,2020-04-16T11:55:20Z,,,MO020220152,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2020-04-16T11:55:20Z
3,O,02/02/2015,-23.83351201,-56.29806804,189.116333,2015-02-02T20:47:48Z,,,MO020215,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-02-02T20:47:48Z
47,F,11/02/2015,-23.81842299,-56.29011202,172.79184,2015-02-13T10:36:26Z,,,MF11022015,SIGHTING,SIGHTING,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-02-13T10:36:26Z
164,O,02/03/2015,-23.83216202,-56.29604104,202.531143,2015-03-02T21:47:40Z,,,MO02032015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-03-02T21:47:40Z
19,O,13/03/2015,-23.83154,-56.29539899,199.617218,2016-01-14T12:46:15Z,,,MO12116,700,700,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2016-01-14T12:46:15Z
20,O,13/03/2015,-23.83871298,-56.29832603,178.684219,2015-03-13T21:42:10Z,,,MO130315,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-03-13T21:42:10Z
447,O,24/03/2015,-23.82921302,-56.295243,213.825989,2015-03-24T21:26:11Z,,,MO24032015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-03-24T21:26:11Z
217,O,06/06/2015,-23.82884203,-56.29598304,205.514603,2015-06-06T14:20:31Z,,,MO06062015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-06-06T14:20:31Z
7,O,06/06/2015,-23.83031297,-56.29434303,213.076645,2014-06-06T19:56:17Z,,,MO060615-1,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2014-06-06T19:56:17Z
59,O,19/06/2015,-23.83148703,-56.295488,200.470139,2014-06-20T14:59:53Z,,,MO190615,19TH1615,19TH1615,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2014-06-20T14:59:53Z
105,F,22/06/2015,-23.81848804,-56.29015099,210.615616,2015-06-22T18:46:17Z,,,MF22062015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-06-22T18:46:17Z
117,F,25/06/2015,-23.81714115,-56.29555799,208.167114,2015-06-25T17:46:52Z,,,MF250620152,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-06-25T17:46:52Z
467,O,25/06/2015,-23.81806475,-56.29562622,220.816864,2015-06-25T18:46:46Z,,,MO25062015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-06-25T18:46:46Z
3,F,01-Jul-15,-23.8207892,-56.28800011,217.957886,2015-08-01T10:20:14Z,,,MF010715 21,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-01T10:20:14Z
128,O,07/07/2015,-23.83065102,-56.29654102,210.683762,2015-08-08T13:12:03Z,,,MO78151,0845 310DG,0845 310DG,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-08T13:12:03Z
39,F,08/07/2015,-23.82099129,-56.28698951,223.485352,2015-07-08T14:15:03Z,,,MF08072015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-08T14:15:03Z
40,F,08/07/2015,-23.81835041,-56.28953015,208.43132,2015-07-08T13:29:42Z,,,MF080720152,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-08T13:29:42Z
31,O,15/07/2015,-23.83252001,-56.29601799,211.246429,2015-07-18T20:15:44Z,,,MO150715-1,528 PM,528 PM,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-18T20:15:44Z
32,O,15/07/2015,-23.83252001,-56.29601799,211.246429,2015-07-18T20:15:44Z,,,MO1507151,528 PM,528 PM,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-18T20:15:44Z
44,O,16/07/2015,-23.83251096,-56.29602796,210.286224,2015-07-18T20:17:43Z,,,MO160715-1,610 AM,610 AM,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-18T20:17:43Z
45,O,16/07/2015,-23.83251096,-56.29602796,210.286224,2015-07-18T20:17:43Z,,,MO1607151,610 AM,610 AM,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-18T20:17:43Z
71,F,18/07/2015,-23.82398983,-56.2867238,221.419373,2015-07-18T10:40:48Z,,,MF18072015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-18T10:40:48Z
369,O,18/07/2015,-23.83128301,-56.29509497,203.318848,2015-07-18T15:09:49Z,,,MO18072015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-18T15:09:49Z
54,O,18/07/2015,-23.83231902,-56.29487403,218.717834,2015-07-18T20:09:11Z,,,MO180715-1,1527 10INDIV 2BABIES,1527 10INDIV 2BABIES,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-18T20:09:11Z
55,O,18/07/2015,-23.83239998,-56.29579604,221.761932,2015-07-18T20:00:00Z,,,MO180715-2,1537 6INDIV,1537 6INDIV,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-18T20:00:00Z
56,O,18/07/2015,-23.832561,-56.29579604,218.9991,2015-07-18T20:05:11Z,,,MO180715-3,1547 2INDIVS,1547 2INDIVS,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-18T20:05:11Z
401,O,20/07/2015,-23.83166397,-56.29269004,205.409378,2015-07-20T15:40:09Z,,,MO20072015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-20T15:40:09Z
402,O,20/07/2015,-23.83245598,-56.29605001,190.321854,2015-07-20T13:23:39Z,,,MO200720152,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-20T13:23:39Z
72,O,20/07/2015,-23.83166397,-56.29269004,205.409378,2015-07-20T15:40:09Z,,,MO200715,40m into bar. 9am,40m into bar. 9am,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-20T15:40:09Z
73,O,20/07/2015,-23.83146004,-56.29538398,187.111053,2015-07-20T13:54:16Z,,,MO200715-1,"938AM EB

5/6 INDIVIDUALS AT FEEDING TABLE
","938AM EB

5/6 INDIVIDUALS AT FEEDING TABLE
",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-20T13:54:16Z
74,O,20/07/2015,-23.83146004,-56.29538398,187.111053,2015-07-20T13:54:16Z,,,MO2007151,938AM EB,938AM EB,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-20T13:54:16Z
94,F,21/07/2015,-23.81900696,-56.28816901,194.311539,2015-07-21T10:10:57Z,,,MF21072015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-21T10:10:57Z
95,F,21/07/2015,-23.81905599,-56.288139,194.478912,2015-07-21T10:11:58Z,,,MF210720152,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-21T10:11:58Z
96,F,21/07/2015,-23.81992696,-56.28817596,197.319382,2015-07-21T10:19:52Z,,,MF210720153,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-21T10:19:52Z
82,O,21/07/2015,-23.83115301,-56.29620499,191.618881,2015-07-21T20:32:10Z,,,MO210715-1,"HEARD ALARM CALLING AND CRASHING BY 2 INDIVIDUALS
16:25 
EB","HEARD ALARM CALLING AND CRASHING BY 2 INDIVIDUALS
16:25 
EB",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-21T20:32:10Z
83,O,21/07/2015,-23.83027299,-56.29671503,192.648712,2015-07-21T20:37:48Z,,,MO210715-2,"50 M, 50 DEGREES FROM NORTH
1 INDIVIDUAL ALARM CALLING IN TREE
16:35
EB","50 M, 50 DEGREES FROM NORTH
1 INDIVIDUAL ALARM CALLING IN TREE
16:35
EB",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-21T20:37:48Z
84,O,21/07/2015,-23.82966497,-56.29646198,194.126648,2015-07-21T20:51:59Z,,,MO210715-3,"16:45
50 M, 110 DEGREES FROM NORTH
1 STATIONARY IN TREE ALARM CALLING, 1 STATIONARY
EB
","16:45
50 M, 110 DEGREES FROM NORTH
1 STATIONARY IN TREE ALARM CALLING, 1 STATIONARY
EB
",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-21T20:51:59Z
85,O,21/07/2015,-23.82964896,-56.29644203,194.731339,2015-07-21T21:01:53Z,,,MO210715-4,"16:55
100M, 260 DEGREES NORTH
1 INDIVIDUAL ALARM CALLING, BRANCH SHAKING
EB","16:55
100M, 260 DEGREES NORTH
1 INDIVIDUAL ALARM CALLING, BRANCH SHAKING
EB",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-21T21:01:53Z
86,O,21/07/2015,-23.82969397,-56.29626601,195.449768,2015-07-21T21:08:00Z,,,MO210715-5,"17:05
EB","17:05
EB",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-21T21:08:00Z
87,O,21/07/2015,-23.82987896,-56.29464202,196.772461,2015-07-21T21:18:37Z,,,MO210715-6,"17:15
AT SLEEPING SITE
3 OR 4 INDIVIDUALS IN TREE, DAMIEN MOVING UP AND DOWN IN TREE ALARM CALLING FOR 15 MINUTES
EB
","17:15
AT SLEEPING SITE
3 OR 4 INDIVIDUALS IN TREE, DAMIEN MOVING UP AND DOWN IN TREE ALARM CALLING FOR 15 MINUTES
EB
",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-21T21:18:37Z
88,O,21/07/2015,-23.82983697,-56.29509003,196.007172,2015-07-21T21:14:51Z,,,MO210715-7,"17:25
SAME AS MO210715-6
EB","17:25
SAME AS MO210715-6
EB",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-21T21:14:51Z
89,O,21/07/2015,-23.82966497,-56.29646198,194.126648,2015-07-21T20:51:59Z,,,MO2107153,445 PM,445 PM,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-21T20:51:59Z
90,O,21/07/2015,-23.82964896,-56.29644203,194.731339,2015-07-21T21:01:53Z,,,MO2107154,450PM,450PM,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-21T21:01:53Z
91,O,21/07/2015,-23.82969397,-56.29626601,195.449768,2015-07-21T21:08:00Z,,,MO2107155,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-21T21:08:00Z
92,O,21/07/2015,-23.82987896,-56.29464202,196.772461,2015-07-21T21:18:37Z,,,MO2107156,SS,SS,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-21T21:18:37Z
96,O,22/07/2015,-23.83138997,-56.29287201,197.495819,2015-07-22T11:14:31Z,,,MO220715-2,"714AM
25M 270 DEGREES NORTH
HEARD FEEDING FROM ROAD
EB/RS","714AM
25M 270 DEGREES NORTH
HEARD FEEDING FROM ROAD
EB/RS",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-22T11:14:31Z
97,O,22/07/2015,-23.831612,-56.29530704,209.384521,2015-07-22T21:01:36Z,,,MO220715-3,"500PM
75M 270 DEGREES NORTH
EB","500PM
75M 270 DEGREES NORTH
EB",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-22T21:01:36Z
98,O,22/07/2015,-23.83135602,-56.29292297,192.529892,2015-07-22T11:03:02Z,,,MO2207151,"700AM
150M WEST","700AM
150M WEST",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-22T11:03:02Z
99,O,22/07/2015,-23.83138997,-56.29287201,197.495819,2015-07-22T11:14:31Z,,,MO2207152,"714AM
25M WEST","714AM
25M WEST",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-22T11:14:31Z
100,O,22/07/2015,-23.831612,-56.29530704,209.384521,2015-07-22T21:01:36Z,,,MO2207153,"500PM
75M W","500PM
75M W",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-22T21:01:36Z
101,O,23/07/2015,-23.83337799,-56.29749002,197.844147,2015-07-23T21:10:58Z,,,MO230715,7M S 510,7M S 510,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-23T21:10:58Z
102,O,23/07/2015,-23.83496803,-56.29960997,189.724869,2015-07-23T15:49:50Z,,,MO230715- 1,"ACTUAL 1ST
607AM EB
20M 200 DEGREES FROM NORTH","ACTUAL 1ST
607AM EB
20M 200 DEGREES FROM NORTH",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-23T15:49:50Z
103,O,23/07/2015,-23.83496803,-56.29960997,189.724869,2015-07-23T15:49:50Z,,,MO230715-1-2,ACTUAL 1ST,ACTUAL 1ST,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-23T15:49:50Z
104,O,23/07/2015,-23.83116801,-56.29500302,218.270309,2015-07-23T10:20:48Z,,,MO230715-2,"619AM 40M 90 DEGREES
1 ADULT, 1 SA, 1 J SEEN
EB","619AM 40M 90 DEGREES
1 ADULT, 1 SA, 1 J SEEN
EB",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-23T10:20:48Z
105,O,23/07/2015,-23.83466201,-56.29941802,203.8246,2015-07-23T14:47:06Z,,,MO230715-3,"1045 
200 DEGREES 70M","1045 
200 DEGREES 70M",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-23T14:47:06Z
106,O,23/07/2015,-23.83311798,-56.29707796,203.109268,2015-07-23T21:00:44Z,,,MO230715-4,"5:00
200 DEGREES FROM NORTH, 10 METERS","5:00
200 DEGREES FROM NORTH, 10 METERS",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-23T21:00:44Z
107,O,23/07/2015,-23.83336801,-56.29746303,195.618607,2015-07-23T21:21:52Z,,,MO230715-6,7M 190 520,7M 190 520,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-23T21:21:52Z
108,O,23/07/2015,-23.83056602,-56.29501903,230.131973,2015-07-23T10:08:39Z,,,MO2307151,607AM EB,607AM EB,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-23T10:08:39Z
109,O,23/07/2015,-23.83116801,-56.29500302,218.270309,2015-07-23T10:20:48Z,,,MO2307152,619AM 40M E,619AM 40M E,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-23T10:20:48Z
110,O,23/07/2015,-23.83466201,-56.29941802,203.8246,2015-07-23T14:47:06Z,,,MO2307153,1045 SSE 70M,1045 SSE 70M,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-23T14:47:06Z
111,O,23/07/2015,-23.83311798,-56.29707796,203.109268,2015-07-23T21:00:44Z,,,MO2307154,5 200 10,5 200 10,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-23T21:00:44Z
113,O,24/07/2015,-23.833352,-56.29744903,200.997269,2015-07-24T10:24:34Z,,,MO240715,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-24T10:24:34Z
114,O,24/07/2015,-23.833352,-56.29744903,200.997269,2015-07-24T10:24:34Z,,,MO240715-1,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-24T10:24:34Z
115,O,24/07/2015,-23.83339098,-56.297616,199.868042,2015-07-24T10:34:48Z,,,MO240715-2,"180
634 A
50M","180
634 A
50M",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-24T10:34:48Z
116,O,24/07/2015,-23.83339098,-56.297616,199.868042,2015-07-24T10:34:48Z,,,MO2407152,"180
634 A
50M","180
634 A
50M",,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-24T10:34:48Z
119,O,27/07/2015,-23.83306299,-56.29694201,144.593002,2015-07-27T13:16:36Z,,,MO270715-1,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-27T13:16:36Z
120,O,27/07/2015,-23.83304296,-56.29693899,186.286163,2015-07-27T13:26:43Z,,,MO270715-2,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-27T13:26:43Z
512,O,29/07/2015,-23.83095704,-56.292497,207.807526,2015-07-29T21:26:19Z,,,MO29072015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-29T21:26:19Z
125,O,30/07/2015,-23.83055094,-56.29230984,203.5820313,2015-07-30T13:54:54Z,,,MO300715,Guessed spot. Slept there.,Guessed spot. Slept there.,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-30T13:54:54Z
147,F,31/07/2015,-23.81930896,-56.28807999,200.160736,2015-07-31T21:33:27Z,,,MF31072015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-31T21:33:27Z
4,F,01-Aug-15,-23.81984808,-56.28854762,220.367661,2015-08-01T10:11:30Z,,,MF0108151,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-01T10:11:30Z
19,F,03-Aug-15,-23.82259609,-56.28799743,214.862488,2015-08-03T21:35:05Z,,,MF03082015 11,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-03T21:35:05Z
23,F,04-Aug-15,-23.82322733,-56.28736652,211.527893,2015-08-04T10:05:27Z,,,MF0408151,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-04T10:05:27Z
204,O,05/08/2015,-23.83213403,-56.29506396,216.17543,2015-08-05T20:31:15Z,,,MO050815-11,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-05T20:31:15Z
205,O,05/08/2015,-23.83278304,-56.29683003,205.530182,2015-08-05T20:45:46Z,,,MO05082015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-05T20:45:46Z
6,O,05/08/2015,-23.83213403,-56.29506396,216.17543,2015-08-05T20:31:15Z,,,MO050815-1,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-05T20:31:15Z
126,O,05/08/2015,-23.83278304,-56.29683003,205.530182,2015-08-05T20:45:46Z,,,MO5815,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-05T20:45:46Z
226,O,06/08/2015,-23.83121202,-56.29235501,202.998169,2015-08-06T13:25:21Z,,,MO06082015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-06T13:25:21Z
539,O,08/08/2015,-23.83058187,-56.2968302,210.683762,2015-08-08T13:12:03Z,,,MO70820151,0845 310DG,0845 310DG,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-08T13:12:03Z
14,O,12/08/2015,-23.833467,-56.29789302,207.598694,2015-08-12T20:12:54Z,,,MO120815-1,16:12 15M NORTH,16:12 15M NORTH,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-12T20:12:54Z
15,O,12/08/2015,-23.83347203,-56.29777199,202.193665,2015-08-12T20:40:47Z,,,MO120815-2,16:35 20M 225DEG,16:35 20M 225DEG,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-12T20:40:47Z
34,O,15/08/2015,-23.83244097,-56.29690404,195.610916,2015-08-15T20:40:13Z,,,MO150815-1,16:-08  50M INHAMMER TREE,16:-08  50M INHAMMER TREE,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-15T20:40:13Z
50,O,17/08/2015,-23.83000201,-56.29671302,230.415543,2015-08-17T20:37:54Z,,,MO17815,1630 NAND30  50M,1630 NAND30  50M,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-17T20:37:54Z
51,O,17/08/2015,-23.82982004,-56.29651596,207.709991,2015-08-17T20:58:06Z,,,MO17815-2,1658 340M DAMIEN3,1658 340M DAMIEN3,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-17T20:58:06Z
384,O,19/08/2015,-23.83026302,-56.29690203,194.857376,2015-08-19T13:18:10Z,,,MO1908151,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-19T13:18:10Z
385,O,19/08/2015,-23.83127396,-56.29445602,196.134888,2015-08-19T13:44:31Z,,,MO19082015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-19T13:44:31Z
67,O,19/08/2015,-23.83026302,-56.29690203,194.857376,2015-08-19T13:18:10Z,,,MO190815,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-19T13:18:10Z
85,F,20/08/2015,-23.81997398,-56.28830999,204.362518,2015-08-20T21:32:01Z,,,MF200815 11,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-20T21:32:01Z
86,F,20/08/2015,-23.81931701,-56.28801604,203.110077,2015-08-20T21:17:44Z,,,MF200815 21,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-20T21:17:44Z
87,F,20/08/2015,-23.81903797,-56.28763198,202.023682,2015-08-20T21:14:57Z,,,MF200815 31,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-20T21:14:57Z
88,F,20/08/2015,-23.819344,-56.288182,204.225906,2015-08-20T21:22:53Z,,,MF200815 41,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-20T21:22:53Z
89,F,20/08/2015,-23.81643103,-56.29163903,136.372574,2015-08-20T15:18:40Z,,,MF20082015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-20T15:18:40Z
75,O,20/08/2015,-23.83234198,-56.29692701,185.707504,2015-08-20T21:28:36Z,,,MO200815,1649 11 25MWEST,1649 11 25MWEST,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-20T21:28:36Z
76,O,20/08/2015,-23.83167696,-56.29701301,187.295532,2015-08-20T21:11:15Z,,,MO200815-2,4IN 10MWEST 18MH1710,4IN 10MWEST 18MH1710,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-20T21:11:15Z
117,O,24/08/2015,-23.83226898,-56.295372,187.210983,2015-08-24T20:53:56Z,,,MO240815,1630,1630,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-08-24T20:53:56Z
124,O,02/09/2015,-23.83227702,-56.29548398,200.233063,2015-09-03T12:46:12Z,,,MO2915-3,1632,1632,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-09-03T12:46:12Z
MO03092015,O,03/09/2015,-23.82983998,-56.29531299,205.469406,2020-04-16T11:56:27Z,,,MO03092015,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2020-04-16T11:56:27Z
185,O,03/09/2015,-23.82983998,-56.29531299,205.469406,2020-04-16T11:56:27Z,,,MO03092015,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2020-04-16T11:56:27Z
4,O,03/09/2015,-23.82984099,-56.29531299,205.469406,2015-09-04T20:39:33Z,,,MO030915,1639,1639,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-09-04T20:39:33Z
409,O,20/09/2015,-23.82996202,-56.29380299,206.841858,2015-07-29T14:15:41Z,,,MO20092015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-07-29T14:15:41Z
77,O,20/09/2015,-23.83222296,-56.29524903,189.586426,2015-09-02T19:54:11Z,,,MO20915,2 T3,2 T3,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-09-02T19:54:11Z
25,F,05-Oct-15,-23.81826902,-56.290268,246.549545,2015-10-05T20:30:26Z,,,MF05102015,ATTA3,ATTA3,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-10-05T20:30:26Z
26,F,05-Oct-15,-23.81779896,-56.29260002,231.226746,2015-10-05T20:36:06Z,,,MF051020152,ATTA2,ATTA2,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-10-05T20:36:06Z
129,O,08/10/2015,-23.83007099,-56.29341901,223.188797,2015-10-08T10:48:51Z,,,MO81015,CRASHING AND CALLING,CRASHING AND CALLING,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-10-08T10:48:51Z
121,O,27/10/2015,-23.83880703,-56.29513596,188.701248,2015-10-27T19:21:10Z,,,MO271015,DUEW250M,DUEW250M,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-10-27T19:21:10Z
141,F,30/10/2015,-23.82248528,-56.28984069,210.836548,2015-10-30T12:02:57Z,,,MF30102015,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-10-30T12:02:57Z
MO011215,O,01/11/2015,-23.83232002,-56.29628998,193.884399,2020-04-16T11:53:20Z,,,MO011215,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2020-04-16T11:53:20Z
127,O,07/11/2015,-23.82895201,-56.29385697,216.984634,2015-11-09T19:35:39Z,,,MO71115,GROUP SPLIT ROAD 1645,GROUP SPLIT ROAD 1645,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-11-09T19:35:39Z
130,O,09/11/2015,-23.83235003,-56.29381598,217.19548,2015-11-09T20:39:02Z,,,MO91115,,,,Waypoint,user,,,,,,,,,,,SymbolAndName,,,2015-11-09T20:39:02Z
161,O,01/12/2015,-23.83232002,-56.29628998,193.884399,2020-04-16T11:53:20Z,,,MO011215,,,,"Flag, Blue",user,,,,,,,,,,,SymbolAndName,,,2020-04-16T11:53:20Z
